Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,Returned refugees,IDPs of concern to UNHCR,Returned IDPss,Stateless persons,Others of concern,Other people in need of international protection,Host Community
2021,Netherlands (Kingdom of the),Canada,10,11,0,0,0,0,0,,0
2021,Netherlands (Kingdom of the),United Kingdom of Great Britain and Northern Ireland,5,0,0,0,0,0,0,,0
2021,Netherlands (Kingdom of the),Germany,31,5,0,0,0,0,0,,0
2021,Netherlands (Kingdom of the),Switzerland,5,0,0,0,0,0,0,,0
2021,Netherlands (Kingdom of the),United States of America,7,69,0,0,0,0,0,,0
2021,Niger,Algeria,9,126,0,0,0,0,0,,0
2021,Niger,Belgium,136,125,0,0,0,0,0,,0
2021,Niger,Benin,0,22,0,0,0,0,0,,0
2021,Niger,Bolivia (Plurinational State of),5,0,0,0,0,0,0,,0
2021,Niger,Brazil,0,8,0,0,0,0,0,,0
2021,Niger,Canada,66,71,0,0,0,0,0,,0
2021,Niger,Chad,839,0,0,0,0,0,0,,0
2021,Niger,Cameroon,0,915,0,0,0,0,0,,0
2021,Niger,Dem. Rep. of the Congo,0,5,0,0,0,0,0,,0
2021,Niger,Costa Rica,0,5,0,0,0,0,0,,0
2021,Niger,Cyprus,0,5,0,0,0,0,0,,0
2021,Niger,France,197,34,0,0,0,0,0,,0
2021,Niger,United Kingdom of Great Britain and Northern Ireland,194,24,0,0,0,0,0,,0
2021,Niger,Germany,60,93,0,0,0,0,0,,0
2021,Niger,Greece,19,6,0,0,0,0,0,,0
2021,Niger,Ireland,5,0,0,0,0,0,0,,0
2021,Niger,Italy,478,40,0,0,0,0,0,,0
2021,Niger,Jordan,0,5,0,0,0,0,0,,0
2021,Niger,Libya,0,5,0,0,0,0,0,,0
2021,Niger,Luxembourg,0,5,0,0,0,0,0,,0
2021,Niger,Mauritania,5,19,0,0,0,0,0,,0
2021,Niger,Mali,18255,0,0,0,0,0,0,,0
2021,Niger,Morocco,0,13,0,0,0,0,0,,0
2021,Niger,Malta,0,33,0,0,0,0,0,,0
2021,Niger,Netherlands (Kingdom of the),5,8,0,0,0,0,0,,0
2021,Niger,Niger,0,0,0,224016,0,0,37305,,0
2021,Niger,Nigeria,1439,0,0,0,0,0,0,,0
2021,Niger,South Africa,0,688,0,0,0,0,0,,0
2021,Niger,Spain,22,10,0,0,0,0,0,,0
2021,Niger,Sweden,5,0,0,0,0,0,0,,0
2021,Niger,Switzerland,8,0,0,0,0,0,0,,0
2021,Niger,Togo,10,0,0,0,0,0,0,,0
2021,Niger,Tunisia,0,7,0,0,0,0,0,,0
2021,Niger,United States of America,144,414,0,0,0,0,0,,0
2021,Nicaragua,Argentina,16,15,0,0,0,0,0,,0
2021,Nicaragua,Austria,5,0,0,0,0,0,0,,0
2021,Nicaragua,Belgium,26,10,0,0,0,0,0,,0
2021,Nicaragua,Brazil,21,20,0,0,0,0,0,,0
2021,Nicaragua,Belize,5,0,0,0,0,0,0,,0
2021,Nicaragua,Canada,684,191,0,0,0,0,0,,0
2021,Nicaragua,Chile,0,5,0,0,0,0,0,,0
2021,Nicaragua,Colombia,10,0,0,0,0,0,0,,0
2021,Nicaragua,Costa Rica,4027,137274,0,0,0,0,0,,0
2021,Nicaragua,Denmark,13,0,0,0,0,0,0,,0
2021,Nicaragua,Dominican Rep.,0,5,0,0,0,0,0,,0
2021,Nicaragua,Ecuador,5,0,0,0,0,0,0,,0
2021,Nicaragua,Finland,63,36,0,0,0,0,0,,0
2021,Nicaragua,France,68,7,0,0,0,0,0,,0
2021,Nicaragua,United Kingdom of Great Britain and Northern Ireland,54,165,0,0,0,0,0,,0
2021,Nicaragua,Germany,5,202,0,0,0,0,0,,0
2021,Nicaragua,Guatemala,70,221,0,0,0,0,6774,,0
2021,Nicaragua,Honduras,113,68,0,0,0,0,120,,0
2021,Nicaragua,Ireland,11,15,0,0,0,0,0,,0
2021,Nicaragua,Italy,9,5,0,0,0,0,0,,0
2021,Nicaragua,Mexico,1619,3891,0,0,0,0,22496,,0
2021,Nicaragua,Netherlands (Kingdom of the),40,5,0,0,0,0,0,,0
2021,Nicaragua,Norway,10,0,0,0,0,0,0,,0
2021,Nicaragua,Panama,179,5230,0,0,0,0,0,,0
2021,Nicaragua,Peru,7,7,0,0,0,0,0,,0
2021,Nicaragua,El Salvador,22,27,0,0,0,0,0,,0
2021,Nicaragua,Spain,1797,4805,0,0,0,0,0,,0
2021,Nicaragua,Sweden,63,40,0,0,0,0,0,,0
2021,Nicaragua,Switzerland,7,8,0,0,0,0,0,,0
2021,Nicaragua,Trinidad and Tobago,0,5,0,0,0,0,0,,0
2021,Nicaragua,Uruguay,9,0,0,0,0,0,0,,0
2021,Nicaragua,United States of America,2083,11762,0,0,0,0,0,,0
2021,Nigeria,Algeria,5,239,0,0,0,0,0,,0
2021,Nigeria,Egypt,25,196,0,0,0,0,0,,0
2021,Nigeria,Argentina,42,71,0,0,0,0,0,,0
2021,Nigeria,Armenia,5,0,0,0,0,0,0,,0
2021,Nigeria,Australia,247,537,0,0,0,0,0,,0
2021,Nigeria,Austria,425,334,0,0,0,0,0,,0
2021,Nigeria,Belgium,55,310,0,0,0,0,0,,0
2021,Nigeria,Benin,0,37,0,0,0,0,0,,0
2021,Nigeria,Belarus,0,14,0,0,0,0,0,,0
2021,Nigeria,Brazil,148,3534,0,0,0,0,0,,0
2021,Nigeria,Bosnia and Herzegovina,0,0,0,0,0,0,9,,0
2021,Nigeria,Bulgaria,0,5,0,0,0,0,0,,0
2021,Nigeria,Canada,10172,3847,0,0,0,0,0,,0
2021,Nigeria,Chad,19321,337,150,0,0,0,0,,0
2021,Nigeria,China,0,65,0,0,0,0,0,,0
2021,Nigeria,Cameroon,120928,31,10473,0,0,0,9,,0
2021,Nigeria,Congo,5,0,0,0,0,0,0,,0
2021,Nigeria,Costa Rica,17,5,0,0,0,0,0,,0
2021,Nigeria,Cyprus,23,2139,0,0,0,0,0,,0
2021,Nigeria,Czechia,8,9,0,0,0,0,0,,0
2021,Nigeria,Denmark,11,5,0,0,0,0,0,,0
2021,Nigeria,Ecuador,40,5,0,0,0,0,0,,0
2021,Nigeria,Ethiopia,5,5,0,0,0,0,0,,0
2021,Nigeria,Finland,139,57,0,0,0,0,0,,0
2021,Nigeria,France,5491,4010,0,0,0,0,0,,0
2021,Nigeria,United Kingdom of Great Britain and Northern Ireland,3101,3001,0,0,0,0,0,,0
2021,Nigeria,Georgia,0,35,0,0,0,0,0,,0
2021,Nigeria,Germany,10023,11392,0,0,0,0,0,,0
2021,Nigeria,Ghana,9,11,0,0,0,0,0,,0
2021,Nigeria,Guinea-Bissau,0,6,0,0,0,0,0,,0
2021,Nigeria,Greece,374,158,0,0,0,0,0,,0
2021,Nigeria,Guinea,10,0,0,0,0,0,0,,0
2021,Nigeria,Croatia,12,0,0,0,0,0,0,,0
2021,Nigeria,Hungary,53,0,0,0,0,0,0,,0
2021,Nigeria,Iceland,65,5,0,0,0,0,0,,0
2021,Nigeria,Cote d'Ivoire,6,0,0,0,0,0,0,,0
2021,Nigeria,India,0,552,0,0,0,0,0,,0
2021,Nigeria,Indonesia,0,5,0,0,0,0,0,,0
2021,Nigeria,Ireland,396,1021,0,0,0,0,0,,0
2021,Nigeria,Israel,8,877,0,0,0,0,0,,0
2021,Nigeria,Italy,20557,3983,0,0,0,0,0,,0
2021,Nigeria,Jordan,5,62,0,0,0,0,0,,0
2021,Nigeria,Japan,5,0,0,0,0,0,0,,0
2021,Nigeria,Kenya,6,9,0,0,0,0,0,,0
2021,Nigeria,Rep. of Korea,13,343,0,0,0,0,0,,0
2021,Nigeria,Liberia,0,6,0,0,0,0,0,,0
2021,Nigeria,Libya,0,41,0,0,0,0,0,,0
2021,Nigeria,Lebanon,5,68,0,0,0,0,0,,0
2021,Nigeria,Lesotho,0,5,0,0,0,0,0,,0
2021,Nigeria,Sri Lanka,0,10,0,0,0,0,0,,0
2021,Nigeria,Lithuania,5,0,0,0,0,0,0,,0
2021,Nigeria,Luxembourg,9,10,0,0,0,0,0,,0
2021,Nigeria,Mauritania,13,68,0,0,0,0,0,,0
2021,Nigeria,Mexico,45,72,0,0,0,0,0,,0
2021,Nigeria,Mali,0,5,0,0,0,0,0,,0
2021,Nigeria,Malaysia,5,39,0,0,0,0,0,,0
2021,Nigeria,Morocco,25,413,0,0,0,0,0,,0
2021,Nigeria,Malta,124,203,0,0,0,0,0,,0
2021,Nigeria,Namibia,0,5,0,0,0,0,0,,0
2021,Nigeria,Netherlands (Kingdom of the),332,273,0,0,0,0,0,,0
2021,Nigeria,Niger,187065,11101,6328,0,0,0,0,,0
2021,Nigeria,Nigeria,0,0,0,3084916,205201,0,0,,0
2021,Nigeria,Norway,118,5,0,0,0,0,0,,0
2021,Nigeria,Panama,10,34,0,0,0,0,0,,0
2021,Nigeria,Paraguay,0,5,0,0,0,0,0,,0
2021,Nigeria,Peru,24,18,0,0,0,0,0,,0
2021,Nigeria,Philippines,6,17,0,0,0,0,0,,0
2021,Nigeria,Poland,7,9,0,0,0,0,0,,0
2021,Nigeria,Portugal,30,66,0,0,0,0,0,,0
2021,Nigeria,Romania,8,8,0,0,0,0,0,,0
2021,Nigeria,South Africa,11,5207,0,0,0,0,0,,0
2021,Nigeria,Russian Federation,0,5,0,0,0,0,0,,0
2021,Nigeria,Saudi Arabia,0,9,0,0,0,0,0,,0
2021,Nigeria,Senegal,0,69,0,0,0,0,0,,0
2021,Nigeria,Spain,162,1395,0,0,0,0,0,,0
2021,Nigeria,Serbia and Kosovo: S/RES/1244 (1999),0,7,0,0,0,0,0,,0
2021,Nigeria,Sudan,12,0,0,0,0,0,0,,0
2021,Nigeria,Suriname,0,5,0,0,0,0,0,,0
2021,Nigeria,Slovenia,6,5,0,0,0,0,0,,0
2021,Nigeria,Sweden,598,327,0,0,0,0,0,,0
2021,Nigeria,Switzerland,282,71,0,0,0,0,0,,0
2021,Nigeria,Thailand,5,11,0,0,0,0,0,,0
2021,Nigeria,Togo,9,14,0,0,0,0,0,,0
2021,Nigeria,Trinidad and Tobago,5,154,0,0,0,0,0,,0
2021,Nigeria,Tunisia,0,115,0,0,0,0,0,,0
2021,Nigeria,Ukraine,7,33,0,0,0,0,0,,0
2021,Nigeria,Uruguay,22,36,0,0,0,0,0,,0
2021,Nigeria,United States of America,2948,25904,0,0,0,0,0,,0
2021,Nigeria,Venezuela (Bolivarian Republic of),7,0,0,0,0,0,0,,0
2021,Nigeria,Zambia,0,5,0,0,0,0,0,,0
2021,Niue,United States of America,11,0,0,0,0,0,0,,0
2021,Norway,Brazil,0,6,0,0,0,0,0,,0
2021,Norway,Canada,0,7,0,0,0,0,0,,0
2021,Norway,United Kingdom of Great Britain and Northern Ireland,5,0,0,0,0,0,0,,0
2021,Norway,Germany,0,10,0,0,0,0,0,,0
2021,Nauru,Australia,5,16,0,0,0,0,0,,0
2021,New Zealand,Australia,26,27,0,0,0,0,0,,0
2021,New Zealand,Brazil,0,5,0,0,0,0,0,,0
2021,New Zealand,Germany,7,0,0,0,0,0,0,,0
2021,New Zealand,Mozambique,0,37,0,0,0,0,0,,0
2021,Oman,Australia,5,0,0,0,0,0,0,,0
2021,Oman,United Kingdom of Great Britain and Northern Ireland,22,24,0,0,0,0,0,,0
2021,Oman,Germany,8,10,0,0,0,0,0,,0
2021,Oman,Spain,0,5,0,0,0,0,0,,0
2021,Oman,United States of America,18,32,0,0,0,0,0,,0
2021,Pakistan,Afghanistan,66911,215,0,0,0,0,0,,0
2021,Pakistan,Argentina,39,18,0,0,0,0,0,,0
2021,Pakistan,Australia,5348,2329,0,0,0,0,0,,0
2021,Pakistan,Austria,375,591,0,0,0,0,0,,0
2021,Pakistan,Azerbaijan,45,0,0,0,0,0,0,,0
2021,Pakistan,Burundi,9,0,0,0,0,0,0,,0
2021,Pakistan,Belgium,345,140,0,0,0,0,0,,0
2021,Pakistan,Benin,5,0,0,0,0,0,0,,0
2021,Pakistan,Bolivia (Plurinational State of),5,0,0,0,0,0,0,,0
2021,Pakistan,Brazil,376,1764,0,0,0,0,0,,0
2021,Pakistan,Bosnia and Herzegovina,5,22,0,0,0,0,690,,0
2021,Pakistan,Bulgaria,30,56,0,0,0,0,0,,0
2021,Pakistan,Cambodia,0,5,0,0,0,0,0,,0
2021,Pakistan,Canada,7171,1489,0,0,0,0,0,,0
2021,Pakistan,China,32,9,0,0,0,0,0,,0
2021,Pakistan,Chile,0,7,0,0,0,0,0,,0
2021,Pakistan,Costa Rica,5,11,0,0,0,0,0,,0
2021,Pakistan,Cyprus,21,1460,0,0,0,0,0,,0
2021,Pakistan,Czechia,8,9,0,0,0,0,0,,0
2021,Pakistan,Denmark,66,20,0,0,0,0,0,,0
2021,Pakistan,Ecuador,29,0,0,0,0,0,0,,0
2021,Pakistan,Fiji,5,0,0,0,0,0,0,,0
2021,Pakistan,Finland,75,23,0,0,0,0,0,,0
2021,Pakistan,France,2742,1810,0,0,0,0,0,,0
2021,Pakistan,United Kingdom of Great Britain and Northern Ireland,8245,4420,0,0,0,0,0,,0
2021,Pakistan,Georgia,11,10,0,0,0,0,0,,0
2021,Pakistan,Germany,8788,4457,0,0,0,0,0,,0
2021,Pakistan,Ghana,60,5,0,0,0,0,0,,0
2021,Pakistan,Greece,1279,3790,0,0,0,0,0,,0
2021,Pakistan,"China, Hong Kong SAR",25,0,0,0,0,0,0,,0
2021,Pakistan,Croatia,10,20,0,0,0,0,0,,0
2021,Pakistan,Hungary,92,0,0,0,0,0,0,,0
2021,Pakistan,Iceland,22,0,0,0,0,0,0,,0
2021,Pakistan,Indonesia,281,16,5,0,0,0,0,,0
2021,Pakistan,Ireland,391,479,0,0,0,0,0,,0
2021,Pakistan,Iran (Islamic Rep. of),10,0,0,0,0,0,0,,0
2021,Pakistan,Iraq,0,33,0,0,0,0,0,,0
2021,Pakistan,Italy,16570,9262,0,0,0,0,0,,0
2021,Pakistan,Jordan,5,22,0,0,0,0,0,,0
2021,Pakistan,Japan,34,0,0,0,0,0,0,,0
2021,Pakistan,Kenya,9,12,0,0,0,0,0,,0
2021,Pakistan,Kyrgyzstan,0,6,0,0,0,0,0,,0
2021,Pakistan,Rep. of Korea,118,938,0,0,0,0,0,,0
2021,Pakistan,Kuwait,0,12,0,0,0,0,0,,0
2021,Pakistan,Liberia,5,0,0,0,0,0,0,,0
2021,Pakistan,Lebanon,6,14,0,0,0,0,0,,0
2021,Pakistan,Sri Lanka,709,149,0,0,0,0,0,,0
2021,Pakistan,Lithuania,5,0,0,0,0,0,0,,0
2021,Pakistan,Luxembourg,0,5,0,0,0,0,0,,0
2021,Pakistan,Madagascar,99,106,0,0,0,0,0,,0
2021,Pakistan,North Macedonia,5,5,0,0,0,0,0,,0
2021,Pakistan,Mexico,12,28,0,0,0,0,0,,0
2021,Pakistan,Mali,11,0,0,0,0,0,0,,0
2021,Pakistan,Malaysia,3632,3116,0,0,0,0,0,,0
2021,Pakistan,Montenegro,0,10,0,0,0,0,0,,0
2021,Pakistan,Morocco,16,7,0,0,0,0,0,,0
2021,Pakistan,Malta,59,53,0,0,0,0,0,,0
2021,Pakistan,Mauritius,5,0,0,0,0,0,0,,0
2021,Pakistan,Nepal,186,10,0,0,0,0,0,,0
2021,Pakistan,Netherlands (Kingdom of the),768,310,0,0,0,0,0,,0
2021,Pakistan,Niger,0,6,0,0,0,0,0,,0
2021,Pakistan,Norway,77,12,0,0,0,0,0,,0
2021,Pakistan,Nauru,29,17,0,0,0,0,0,,0
2021,Pakistan,New Zealand,54,5,0,0,0,0,0,,0
2021,Pakistan,Oman,5,0,0,0,0,0,0,,0
2021,Pakistan,Pakistan,0,0,0,98898,0,0,5346,,1224393
2021,Pakistan,Panama,0,16,0,0,0,0,0,,0
2021,Pakistan,Peru,0,10,0,0,0,0,0,,0
2021,Pakistan,Philippines,103,25,0,0,0,0,0,,0
2021,Pakistan,Papua New Guinea,27,5,0,0,0,0,0,,0
2021,Pakistan,Poland,29,6,0,0,0,0,0,,0
2021,Pakistan,Portugal,80,42,0,0,0,0,0,,0
2021,Pakistan,Qatar,5,0,0,0,0,0,0,,0
2021,Pakistan,Romania,28,45,0,0,0,0,0,,0
2021,Pakistan,South Africa,11,8559,0,0,0,0,0,,0
2021,Pakistan,Russian Federation,6,0,0,0,0,0,0,,0
2021,Pakistan,Saudi Arabia,0,25,0,0,0,0,0,,0
2021,Pakistan,Senegal,0,12,0,0,0,0,0,,0
2021,Pakistan,Spain,458,610,0,0,0,0,0,,0
2021,Pakistan,Serbia and Kosovo: S/RES/1244 (1999),5,5,0,0,0,0,308,,0
2021,Pakistan,Slovakia,8,0,0,0,0,0,0,,0
2021,Pakistan,Slovenia,5,29,0,0,0,0,0,,0
2021,Pakistan,Sweden,609,203,0,0,0,0,0,,0
2021,Pakistan,Switzerland,296,95,0,0,0,0,0,,0
2021,Pakistan,Syrian Arab Rep.,221,5,0,0,0,0,0,,0
2021,Pakistan,Thailand,1578,84,0,0,0,0,0,,0
2021,Pakistan,Trinidad and Tobago,9,17,0,0,0,0,0,,0
2021,Pakistan,United Arab Emirates,5,0,0,0,0,0,0,,0
2021,Pakistan,Uganda,227,0,0,0,0,0,0,,0
2021,Pakistan,Ukraine,10,65,0,0,0,0,0,,0
2021,Pakistan,Uruguay,0,40,0,0,0,0,0,,0
2021,Pakistan,United States of America,3818,9467,0,0,0,0,0,,0
2021,Pakistan,Yemen,0,9,0,0,0,0,0,,0
2021,Panama,Brazil,0,9,0,0,0,0,0,,0
2021,Panama,Canada,24,14,0,0,0,0,0,,0
2021,Panama,Costa Rica,6,56,0,0,0,0,0,,0
2021,Panama,Ecuador,5,0,0,0,0,0,0,,0
2021,Panama,Germany,0,5,0,0,0,0,0,,0
2021,Panama,Guatemala,0,5,0,0,0,0,0,,0
2021,Panama,Mexico,53,106,0,0,0,0,0,,0
2021,Panama,Panama,0,0,0,0,0,0,0,,14521
2021,Panama,Peru,0,11,0,0,0,0,0,,0
2021,Panama,Spain,19,120,0,0,0,0,0,,0
2021,Panama,United States of America,11,186,0,0,0,0,0,,0
2021,Paraguay,Argentina,19,19,0,0,0,0,0,,0
2021,Paraguay,Brazil,5,179,0,0,0,0,0,,0
2021,Paraguay,Canada,9,6,0,0,0,0,0,,0
2021,Paraguay,France,9,5,0,0,0,0,0,,0
2021,Paraguay,Germany,5,9,0,0,0,0,0,,0
2021,Paraguay,Italy,0,9,0,0,0,0,0,,0
2021,Paraguay,Mexico,0,5,0,0,0,0,0,,0
2021,Paraguay,Peru,0,5,0,0,0,0,0,,0
2021,Paraguay,Spain,57,750,0,0,0,0,0,,0
2021,Paraguay,Switzerland,5,0,0,0,0,0,0,,0
2021,Paraguay,Uruguay,5,5,0,0,0,0,0,,0
2021,Paraguay,United States of America,11,110,0,0,0,0,0,,0
2021,Peru,Argentina,548,84,0,0,0,0,0,,0
2021,Peru,Australia,19,70,0,0,0,0,0,,0
2021,Peru,Belgium,0,70,0,0,0,0,0,,0
2021,Peru,Bolivia (Plurinational State of),525,0,0,0,0,0,0,,0
2021,Peru,Brazil,46,264,0,0,0,0,0,,0
2021,Peru,Belize,0,5,0,0,0,0,0,,0
2021,Peru,Canada,144,321,0,0,0,0,0,,0
2021,Peru,Chile,113,51,0,0,0,0,0,,0
2021,Peru,Costa Rica,13,53,0,0,0,0,0,,0
2021,Peru,Ecuador,82,8,0,0,0,0,0,,0
2021,Peru,France,473,41,0,0,0,0,0,,0
2021,Peru,United Kingdom of Great Britain and Northern Ireland,0,9,0,0,0,0,0,,0
2021,Peru,Germany,31,12,0,0,0,0,0,,0
2021,Peru,Iceland,5,0,0,0,0,0,0,,0
2021,Peru,Israel,0,9,0,0,0,0,0,,0
2021,Peru,Italy,669,470,0,0,0,0,0,,0
2021,Peru,Rep. of Korea,0,9,0,0,0,0,0,,0
2021,Peru,Mexico,33,145,0,0,0,0,0,,0
2021,Peru,Netherlands (Kingdom of the),8,5,0,0,0,0,0,,0
2021,Peru,Panama,23,0,0,0,0,0,0,,0
2021,Peru,Paraguay,0,23,0,0,0,0,0,,0
2021,Peru,Peru,0,0,0,0,0,0,0,,500353
2021,Peru,Spain,285,3325,0,0,0,0,0,,0
2021,Peru,Sweden,7,38,0,0,0,0,0,,0
2021,Peru,Switzerland,5,5,0,0,0,0,0,,0
2021,Peru,Trinidad and Tobago,0,5,0,0,0,0,0,,0
2021,Peru,Uruguay,7,41,0,0,0,0,0,,0
2021,Peru,United States of America,480,3983,0,0,0,0,0,,0
2021,Peru,Venezuela (Bolivarian Republic of),5,0,0,0,0,0,0,,0
2021,Philippines,Argentina,0,5,0,0,0,0,0,,0
2021,Philippines,Australia,43,1693,0,0,0,0,0,,0
2021,Philippines,Austria,19,13,0,0,0,0,0,,0
2021,Philippines,Belgium,0,5,0,0,0,0,0,,0
2021,Philippines,Brazil,5,573,0,0,0,0,0,,0
2021,Philippines,Canada,73,162,0,0,0,0,0,,0
2021,Philippines,Cyprus,12,180,0,0,0,0,0,,0
2021,Philippines,France,7,6,0,0,0,0,0,,0
2021,Philippines,United Kingdom of Great Britain and Northern Ireland,61,592,0,0,0,0,0,,0
2021,Philippines,Germany,37,24,0,0,0,0,0,,0
2021,Philippines,Greece,7,5,0,0,0,0,0,,0
2021,Philippines,"China, Hong Kong SAR",8,0,0,0,0,0,0,,0
2021,Philippines,Israel,0,51,0,0,0,0,0,,0
2021,Philippines,Italy,17,43,0,0,0,0,0,,0
2021,Philippines,Jordan,5,0,0,0,0,0,0,,0
2021,Philippines,Rep. of Korea,0,331,0,0,0,0,0,,0
2021,Philippines,Kuwait,0,5,0,0,0,0,0,,0
2021,Philippines,Lebanon,0,39,0,0,0,0,11,,0
2021,Philippines,Malaysia,20,0,0,0,0,0,55000,,0
2021,Philippines,Netherlands (Kingdom of the),6,5,0,0,0,0,0,,0
2021,Philippines,New Zealand,10,12,0,0,0,0,0,,0
2021,Philippines,Peru,0,21,0,0,0,0,0,,0
2021,Philippines,Philippines,0,0,0,105214,181317,0,128623,,0
2021,Philippines,Russian Federation,5,0,0,0,0,0,0,,0
2021,Philippines,Spain,0,15,0,0,0,0,0,,0
2021,Philippines,Sweden,6,12,0,0,0,0,0,,0
2021,Philippines,Switzerland,12,0,0,0,0,0,0,,0
2021,Philippines,Trinidad and Tobago,0,5,0,0,0,0,0,,0
2021,Philippines,United Arab Emirates,0,0,0,0,0,0,17,,0
2021,Philippines,United States of America,168,1728,0,0,0,0,0,,0
2021,Papua New Guinea,Australia,497,636,0,0,0,0,0,,0
2021,Papua New Guinea,Canada,5,0,0,0,0,0,0,,0
2021,Papua New Guinea,New Zealand,5,0,0,0,0,0,0,,0
2021,Papua New Guinea,Papua New Guinea,0,0,0,24000,0,0,0,,0
2021,Poland,Australia,0,19,0,0,0,0,0,,0
2021,Poland,Belgium,98,0,0,0,0,0,0,,0
2021,Poland,Brazil,0,13,0,0,0,0,0,,0
2021,Poland,Canada,72,88,0,0,0,0,0,,0
2021,Poland,Costa Rica,0,5,0,0,0,0,0,,0
2021,Poland,France,135,0,0,0,0,0,0,,0
2021,Poland,United Kingdom of Great Britain and Northern Ireland,0,5,0,0,0,0,0,,0
2021,Poland,Germany,573,0,0,0,0,0,0,,0
2021,Poland,Peru,0,5,0,0,0,0,0,,0
2021,Poland,United States of America,9,921,0,0,0,0,0,,0
2021,Portugal,Australia,0,12,0,0,0,0,0,,0
2021,Portugal,Brazil,0,108,0,0,0,0,0,,0
2021,Portugal,Canada,5,26,0,0,0,0,0,,0
2021,Portugal,Germany,6,0,0,0,0,0,0,,0
2021,Portugal,Mexico,5,7,0,0,0,0,0,,0
2021,Portugal,Peru,0,16,0,0,0,0,0,,0
2021,Portugal,Switzerland,5,0,0,0,0,0,0,,0
2021,Portugal,United States of America,5,270,0,0,0,0,0,,0
2021,Qatar,Canada,5,0,0,0,0,0,0,,0
2021,Qatar,United Kingdom of Great Britain and Northern Ireland,17,11,0,0,0,0,0,,0
2021,Qatar,Germany,5,0,0,0,0,0,0,,0
2021,Qatar,United States of America,20,24,0,0,0,0,0,,0
2021,Romania,Argentina,51,0,0,0,0,0,0,,0
2021,Romania,Australia,0,5,0,0,0,0,0,,0
2021,Romania,Austria,5,0,0,0,0,0,0,,0
2021,Romania,Belgium,36,10,0,0,0,0,0,,0
2021,Romania,Brazil,0,15,0,0,0,0,0,,0
2021,Romania,Canada,482,330,0,0,0,0,0,,0
2021,Romania,Dem. Rep. of the Congo,0,5,0,0,0,0,0,,0
2021,Romania,Costa Rica,0,5,0,0,0,0,0,,0
2021,Romania,France,171,5,0,0,0,0,0,,0
2021,Romania,United Kingdom of Great Britain and Northern Ireland,0,11,0,0,0,0,0,,0
2021,Romania,Germany,129,10,0,0,0,0,0,,0
2021,Romania,Israel,0,21,0,0,0,0,0,,0
2021,Romania,Mexico,7,0,0,0,0,0,0,,0
2021,Romania,Slovakia,37,0,0,0,0,0,0,,0
2021,Romania,Sweden,38,5,0,0,0,0,0,,0
2021,Romania,Switzerland,14,0,0,0,0,0,0,,0
2021,Romania,United States of America,447,4030,0,0,0,0,0,,0
2021,South Africa,Argentina,0,12,0,0,0,0,0,,0
2021,South Africa,Australia,26,469,0,0,0,0,0,,0
2021,South Africa,Austria,0,8,0,0,0,0,0,,0
2021,South Africa,Belgium,5,0,0,0,0,0,0,,0
2021,South Africa,Bahamas,0,8,0,0,0,0,0,,0
2021,South Africa,Brazil,6,463,0,0,0,0,0,,0
2021,South Africa,Canada,66,121,0,0,0,0,0,,0
2021,South Africa,Costa Rica,0,6,0,0,0,0,0,,0
2021,South Africa,Cyprus,0,5,0,0,0,0,0,,0
2021,South Africa,Ecuador,0,5,0,0,0,0,0,,0
2021,South Africa,France,142,7,0,0,0,0,0,,0
2021,South Africa,United Kingdom of Great Britain and Northern Ireland,126,119,0,0,0,0,0,,0
2021,South Africa,Georgia,0,5,0,0,0,0,0,,0
2021,South Africa,Germany,20,54,0,0,0,0,0,,0
2021,South Africa,Ireland,163,475,0,0,0,0,0,,0
2021,South Africa,Israel,0,391,0,0,0,0,0,,0
2021,South Africa,Italy,0,10,0,0,0,0,0,,0
2021,South Africa,Rep. of Korea,0,50,0,0,0,0,0,,0
2021,South Africa,Mexico,0,12,0,0,0,0,0,,0
2021,South Africa,Malta,0,5,0,0,0,0,0,,0
2021,South Africa,Mauritius,5,0,0,0,0,0,0,,0
2021,South Africa,Netherlands (Kingdom of the),0,5,0,0,0,0,0,,0
2021,South Africa,New Zealand,7,10,0,0,0,0,0,,0
2021,South Africa,Paraguay,0,5,0,0,0,0,0,,0
2021,South Africa,Spain,5,0,0,0,0,0,0,,0
2021,South Africa,Switzerland,7,0,0,0,0,0,0,,0
2021,South Africa,United States of America,59,1311,0,0,0,0,0,,0
2021,South Africa,Zambia,6,0,0,0,0,0,0,,0
2021,South Africa,Zimbabwe,0,0,0,0,0,0,6,,0
2021,Russian Federation,Egypt,9,16,0,0,0,0,0,,0
2021,Russian Federation,Argentina,81,94,0,0,0,0,0,,0
2021,Russian Federation,Armenia,0,6,0,0,0,0,0,,0
2021,Russian Federation,Australia,53,88,0,0,0,0,0,,0
2021,Russian Federation,Austria,6526,702,0,0,0,0,0,,0
2021,Russian Federation,Azerbaijan,317,8,0,0,0,0,0,,0
2021,Russian Federation,Belgium,2665,405,0,0,0,0,0,,0
2021,Russian Federation,Belarus,5,0,0,0,0,0,0,,0
2021,Russian Federation,Bolivia (Plurinational State of),14,0,0,0,0,0,0,,0
2021,Russian Federation,Brazil,21,51,0,0,0,0,0,,0
2021,Russian Federation,Bulgaria,12,0,0,0,0,0,0,,0
2021,Russian Federation,Canada,665,91,0,0,0,0,0,,0
2021,Russian Federation,Chile,5,7,0,0,0,0,0,,0
